accident_id,city,state,latitude,longitude,date,time,day_of_week,is_weekend,road_type,lanes,traffic_signal,Weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
1192,Hyderabad,Telangana,17.373833,78.459695,03/04/2025,11:00:00,Thursday,No,Urban,6,Yes,Rain,Low,27,High,Drunk Driving,Major,3,0,No,Normal Day,0.65
1193,Bangalore,Karnataka,12.94777,77.799432,26/06/2024,23:00:00,Wednesday,No,Rural,5,Yes,Fog,Low,36,Low,Poor Road,Major,3,2,No,Normal Day,0.45
1194,Hyderabad,Telangana,17.418886,78.362018,15/08/2022,07:00:00,Monday,No,Urban,1,Yes,Fog,Low,38,High,Distraction,Minor,3,3,No,Normal Day,0.65
1195,Mumbai,Maharashtra,18.888312,72.746661,10/10/2023,08:00:00,Tuesday,No,Urban,1,Yes,Fog,Low,24,High,Overspeeding,Fatal,4,4,Yes,Normal Day,1.00
1196,Kolkata,West Bengal,22.679059,88.215079,29/06/2023,12:00:00,Thursday,No,Rural,3,No,Rain,Low,33,Low,Overspeeding,Minor,1,0,No,Normal Day,0.45
1197,Chandigarh,Punjab,30.786909,76.833204,01/05/2023,09:00:00,Monday,No,Highway,1,No,Clear,High,18,High,Poor Road,Minor,2,1,Yes,Normal Day,0.45
1198,Chandigarh,Punjab,30.608046,76.734432,19/04/2022,02:00:00,Tuesday,No,Rural,6,Yes,Fog,Low,34,Medium,Overspeeding,Major,3,3,No,Normal Day,0.45
1199,Delhi,Delhi,28.653811,77.156504,31/10/2022,22:00:00,Monday,No,Rural,6,Yes,Clear,High,22,Medium,Distraction,Major,2,0,No,Normal Day,0.10
1200,Hyderabad,Telangana,17.507684,78.327103,06/07/2024,01:00:00,Saturday,Yes,Urban,2,Yes,Rain,Low,19,Low,Weather,Minor,5,1,No,Normal Day,0.45
1201,Hyderabad,Telangana,17.252002,78.462556,12/09/2022,20:00:00,Monday,No,Rural,3,No,Rain,Low,36,Medium,Poor Road,Major,2,2,No,Normal Day,0.45
1202,Chennai,Tamil Nadu,12.974196,80.262335,18/04/2023,23:00:00,Tuesday,No,Highway,4,No,Rain,Low,39,High,Distraction,Fatal,5,5,No,Normal Day,0.85
1203,Chennai,Tamil Nadu,13.029198,80.168271,13/04/2024,13:00:00,Saturday,Yes,Highway,4,No,Clear,High,32,High,Overspeeding,Minor,3,3,No,Normal Day,0.30
1204,Delhi,Delhi,28.677225,77.164814,17/05/2024,20:00:00,Friday,No,Highway,2,No,Fog,Low,20,High,Poor Road,Minor,3,3,No,Normal Day,0.65
1205,Hyderabad,Telangana,17.218279,78.564934,17/07/2022,17:00:00,Sunday,Yes,Rural,6,Yes,Fog,Low,29,Medium,Weather,Minor,1,0,Yes,Normal Day,0.60
1206,Mumbai,Maharashtra,18.923979,72.866908,03/08/2024,14:00:00,Saturday,Yes,Rural,4,Yes,Clear,High,24,Medium,Overspeeding,Minor,1,0,No,Normal Day,0.10
1207,Bangalore,Karnataka,12.809608,77.627387,01/01/2022,15:00:00,Saturday,Yes,Rural,5,Yes,Fog,Low,30,High,Weather,Minor,5,5,No,Normal Day,0.65
1208,Hyderabad,Telangana,17.465683,78.451955,07/08/2023,22:00:00,Monday,No,Urban,3,Yes,Rain,Low,15,Medium,Distraction,Major,4,1,No,Normal Day,0.45
1209,Delhi,Delhi,28.521312,76.999194,06/03/2022,20:00:00,Sunday,Yes,Rural,1,No,Rain,Mediun,33,Medium,Distraction,Major,3,0,No,Normal Day,0.25
1210,Mumbai,Maharashtra,19.079194,72.974309,17/05/2022,16:00:00,Tuesday,No,Highway,3,Yes,Fog,Low,22,Low,Weather,Major,5,4,No,Normal Day,0.45
1211,Pune,Maharashtra,18.558531,73.975769,13/07/2022,23:00:00,Wednesday,No,Rural,3,No,Clear,High,39,Low,Weather,Major,2,0,No,Normal Day,0.10
1212,Chennai,Tamil Nadu,13.04075,80.235901,17/03/2024,09:00:00,Sunday,Yes,Rural,1,Yes,Rain,Mediun,17,High,Poor Road,Major,2,0,Yes,Normal Day,0.60
1213,Bangalore,Karnataka,13.017352,77.796523,15/03/2023,20:00:00,Wednesday,No,Rural,4,No,Rain,Mediun,38,High,Distraction,Minor,5,3,No,Normal Day,0.45
1214,Pune,Maharashtra,18.655162,73.991622,13/11/2023,15:00:00,Monday,No,Highway,4,No,Clear,High,19,Low,Distraction,Fatal,2,2,No,Normal Day,0.30
1215,Delhi,Delhi,28.502741,77.194465,04/01/2023,23:00:00,Wednesday,No,Rural,3,No,Fog,Low,40,High,Poor Road,Minor,3,3,No,Normal Day,0.65
1216,Mumbai,Maharashtra,18.909538,72.724193,29/09/2023,17:00:00,Friday,No,Highway,2,No,Rain,Mediun,21,Medium,Poor Road,Minor,1,0,Yes,Normal Day,0.40
1217,Chennai,Tamil Nadu,13.127776,80.222476,05/12/2024,01:00:00,Thursday,No,Rural,6,Yes,Fog,Low,39,Medium,Poor Road,Minor,4,0,No,Normal Day,0.45
1218,Kolkata,West Bengal,22.54351,88.321421,07/08/2024,18:00:00,Wednesday,No,Urban,2,No,Clear,High,18,Medium,Overspeeding,Major,5,3,Yes,Normal Day,0.25
1219,Delhi,Delhi,28.74268,77.096655,02/04/2025,01:00:00,Wednesday,No,Highway,3,Yes,Fog,Low,26,Low,Poor Road,Minor,5,5,No,Normal Day,0.45
1220,Chandigarh,Punjab,30.614284,76.851598,23/11/2023,16:00:00,Thursday,No,Rural,2,Yes,Rain,Low,24,Low,Drunk Driving,Minor,2,0,No,Normal Day,0.45
1221,Chennai,Tamil Nadu,12.891178,80.14983,24/01/2025,14:00:00,Friday,No,Urban,2,Yes,Clear,High,26,Low,Weather,Minor,3,3,No,Normal Day,0.10
1222,Chennai,Tamil Nadu,13.069127,80.267634,09/07/2023,08:00:00,Sunday,Yes,Highway,5,Yes,Rain,Low,40,High,Overspeeding,Fatal,1,1,Yes,Normal Day,1.00
1223,Kolkata,West Bengal,22.539784,88.368192,14/12/2024,22:00:00,Saturday,Yes,Urban,4,Yes,Clear,High,36,Medium,Drunk Driving,Fatal,2,2,No,Normal Day,0.30
1224,Pune,Maharashtra,18.404254,73.912078,07/05/2022,08:00:00,Saturday,Yes,Urban,4,No,Fog,Low,19,High,Poor Road,Fatal,3,3,Yes,Normal Day,1.00
1225,Pune,Maharashtra,18.529173,73.812575,02/07/2023,07:00:00,Sunday,Yes,Urban,1,Yes,Rain,Mediun,28,High,Distraction,Major,2,1,No,Normal Day,0.45
1226,Chandigarh,Punjab,30.73139,76.769559,21/04/2023,14:00:00,Friday,No,Urban,3,No,Rain,Mediun,22,Low,Weather,Minor,3,3,No,Normal Day,0.25
1227,Delhi,Delhi,28.403675,77.296152,22/01/2022,02:00:00,Saturday,Yes,Urban,6,No,Rain,Low,26,Medium,Drunk Driving,Fatal,5,5,No,Normal Day,0.65
1228,Bangalore,Karnataka,12.839165,77.520881,20/04/2023,17:00:00,Thursday,No,Urban,6,No,Rain,Low,34,High,Distraction,Minor,2,0,Yes,Normal Day,0.80
1229,Bangalore,Karnataka,13.189709,77.406133,10/01/2025,23:00:00,Friday,No,Urban,4,No,Rain,Mediun,18,High,Drunk Driving,Minor,1,1,No,Normal Day,0.45
1230,Delhi,Delhi,28.616759,77.274264,02/07/2022,23:00:00,Saturday,Yes,Highway,2,Yes,Rain,Mediun,38,High,Weather,Major,3,1,No,Normal Day,0.45
1231,Bangalore,Karnataka,12.952636,77.591347,24/12/2022,08:00:00,Saturday,Yes,Urban,1,Yes,Rain,Low,31,High,Poor Road,Major,5,0,Yes,Normal Day,0.80
1232,Chandigarh,Punjab,30.692711,76.705106,21/06/2024,23:00:00,Friday,No,Rural,2,Yes,Fog,Low,27,Low,Weather,Major,1,1,No,Normal Day,0.45
1233,Chennai,Tamil Nadu,12.90234,80.177051,21/01/2025,12:00:00,Tuesday,No,Rural,3,No,Clear,High,20,Medium,Overspeeding,Major,4,0,No,Normal Day,0.10
1234,Hyderabad,Telangana,17.460004,78.545962,14/06/2024,04:00:00,Friday,No,Rural,1,No,Fog,Low,24,Medium,Drunk Driving,Minor,2,2,No,Normal Day,0.45
1235,Chandigarh,Punjab,30.732717,76.842183,21/03/2022,04:00:00,Monday,No,Highway,4,No,Clear,High,35,Low,Overspeeding,Minor,5,0,No,Normal Day,0.10
1236,Chennai,Tamil Nadu,13.124944,80.175219,21/11/2022,15:00:00,Monday,No,Urban,5,Yes,Clear,High,29,Low,Overspeeding,Major,2,1,No,Normal Day,0.10
1237,Kolkata,West Bengal,22.560295,88.327778,15/01/2024,21:00:00,Monday,No,Highway,1,No,Clear,High,26,Medium,Weather,Minor,5,5,No,Normal Day,0.10
1238,Hyderabad,Telangana,17.354502,78.365204,22/07/2022,00:00:00,Friday,No,Rural,1,Yes,Clear,High,20,Low,Poor Road,Minor,1,0,No,Normal Day,0.10
1239,Chandigarh,Punjab,30.737214,76.896028,06/07/2022,01:00:00,Wednesday,No,Rural,5,Yes,Rain,Low,28,Low,Distraction,Minor,5,1,No,Normal Day,0.45
1240,Delhi,Delhi,28.594756,77.268608,09/03/2023,11:00:00,Thursday,No,Urban,2,Yes,Rain,Low,22,Low,Overspeeding,Major,1,0,No,Normal Day,0.45
1241,Mumbai,Maharashtra,18.99399,72.906749,22/04/2022,08:00:00,Friday,No,Highway,4,No,Clear,High,28,Medium,Drunk Driving,Minor,1,1,Yes,Normal Day,0.25
1242,Pune,Maharashtra,18.662851,73.701056,22/06/2024,21:00:00,Saturday,Yes,Rural,5,Yes,Rain,Mediun,38,Low,Distraction,Minor,4,3,No,Normal Day,0.25
1243,Pune,Maharashtra,18.50867,73.882017,06/11/2023,15:00:00,Monday,No,Rural,4,Yes,Clear,High,25,Medium,Distraction,Major,1,1,No,Normal Day,0.10
1244,Delhi,Delhi,28.727625,77.112512,05/03/2025,21:00:00,Wednesday,No,Highway,2,No,Fog,Low,27,High,Distraction,Major,5,3,No,Normal Day,0.65
1245,Chandigarh,Punjab,30.689054,76.709558,05/05/2022,06:00:00,Thursday,No,Highway,6,No,Rain,Low,20,Low,Drunk Driving,Minor,5,1,No,Normal Day,0.45
1246,Hyderabad,Telangana,17.250229,78.524502,23/06/2024,14:00:00,Sunday,Yes,Urban,2,Yes,Fog,Low,33,Medium,Drunk Driving,Minor,3,0,No,Normal Day,0.45
1247,Mumbai,Maharashtra,18.996819,72.817442,13/09/2023,00:00:00,Wednesday,No,Urban,1,Yes,Rain,Mediun,38,Low,Poor Road,Minor,3,0,No,Normal Day,0.25
1248,Mumbai,Maharashtra,19.152217,72.879779,01/01/2022,19:00:00,Saturday,Yes,Highway,2,No,Rain,Low,37,High,Drunk Driving,Fatal,5,5,Yes,Normal Day,1.00
1249,Pune,Maharashtra,18.600064,73.979374,02/03/2022,04:00:00,Wednesday,No,Urban,1,No,Rain,Mediun,26,Low,Weather,Major,4,1,No,Normal Day,0.25
1250,Hyderabad,Telangana,17.521543,78.354057,24/09/2022,21:00:00,Saturday,Yes,Highway,3,No,Fog,Low,28,Low,Poor Road,Major,1,1,No,Normal Day,0.45
1251,Bangalore,Karnataka,13.034066,77.680384,05/01/2022,15:00:00,Wednesday,No,Urban,1,No,Clear,High,39,Low,Overspeeding,Minor,5,3,No,Normal Day,0.10
1252,Delhi,Delhi,28.71354,77.190937,18/09/2024,23:00:00,Wednesday,No,Urban,3,No,Rain,Mediun,39,Low,Poor Road,Minor,4,0,No,Normal Day,0.25
1253,Mumbai,Maharashtra,18.978792,72.795702,25/06/2023,20:00:00,Sunday,Yes,Urban,4,No,Fog,Low,20,Medium,Poor Road,Minor,1,1,No,Normal Day,0.45
1254,Chennai,Tamil Nadu,12.873977,80.170854,02/01/2022,06:00:00,Sunday,Yes,Urban,1,No,Rain,Mediun,18,High,Overspeeding,Minor,5,5,No,Normal Day,0.45
1255,Bangalore,Karnataka,12.803683,77.796433,07/08/2024,01:00:00,Wednesday,No,Highway,3,Yes,Fog,Low,30,Medium,Overspeeding,Minor,3,2,No,Normal Day,0.45
1256,Delhi,Delhi,28.637732,77.20772,07/02/2023,15:00:00,Tuesday,No,Urban,1,Yes,Fog,Low,39,Medium,Weather,Minor,4,4,No,Normal Day,0.45
1257,Mumbai,Maharashtra,18.886821,72.791664,06/07/2023,10:00:00,Thursday,No,Rural,3,Yes,Clear,High,30,Medium,Distraction,Minor,4,2,Yes,Normal Day,0.25
1258,Bangalore,Karnataka,13.123688,77.585259,19/12/2023,09:00:00,Tuesday,No,Urban,1,Yes,Fog,Low,37,High,Poor Road,Major,1,1,Yes,Normal Day,0.80
1259,Hyderabad,Telangana,17.453383,78.46643,11/06/2024,01:00:00,Tuesday,No,Rural,3,Yes,Fog,Low,38,Medium,Weather,Major,3,1,No,Normal Day,0.45
1260,Bangalore,Karnataka,12.815939,77.674259,14/05/2023,22:00:00,Sunday,Yes,Rural,4,Yes,Rain,Mediun,37,High,Weather,Minor,3,2,No,Normal Day,0.45
1261,Chandigarh,Punjab,30.799019,76.705086,24/03/2025,20:00:00,Monday,No,Highway,5,Yes,Fog,Low,21,Low,Poor Road,Major,4,1,No,Normal Day,0.45
1262,Mumbai,Maharashtra,18.839938,72.841699,09/12/2022,06:00:00,Friday,No,Highway,6,No,Fog,Low,22,High,Distraction,Major,2,1,No,Normal Day,0.65
1263,Hyderabad,Telangana,17.477902,78.588939,17/03/2023,03:00:00,Friday,No,Rural,3,No,Clear,High,40,Medium,Overspeeding,Minor,5,5,No,Normal Day,0.10
1264,Delhi,Delhi,28.769399,76.958676,15/01/2023,19:00:00,Sunday,Yes,Highway,2,Yes,Rain,Mediun,17,Medium,Distraction,Minor,3,3,Yes,Normal Day,0.40
1265,Chennai,Tamil Nadu,13.058188,80.211724,27/01/2025,12:00:00,Monday,No,Rural,2,Yes,Rain,Low,23,Medium,Weather,Major,3,2,No,Normal Day,0.45
1266,Hyderabad,Telangana,17.214265,78.38621,19/04/2024,19:00:00,Friday,No,Urban,5,Yes,Rain,Low,21,Low,Distraction,Major,1,0,Yes,Normal Day,0.60
1267,Pune,Maharashtra,18.450722,73.758431,20/03/2024,11:00:00,Wednesday,No,Highway,5,No,Rain,Low,25,Medium,Weather,Major,3,3,No,Normal Day,0.45
1268,Pune,Maharashtra,18.611032,73.958189,18/11/2022,01:00:00,Friday,No,Rural,4,No,Clear,High,40,Low,Drunk Driving,Major,2,1,No,Normal Day,0.10
1269,Chennai,Tamil Nadu,12.824737,80.131002,01/09/2022,00:00:00,Thursday,No,Rural,6,No,Fog,Low,35,Low,Weather,Major,2,0,No,Normal Day,0.45
1270,Chennai,Tamil Nadu,13.164131,80.133463,24/06/2024,22:00:00,Monday,No,Rural,6,Yes,Clear,High,19,Medium,Drunk Driving,Minor,1,1,No,Normal Day,0.10
1271,Chandigarh,Punjab,30.706306,76.781405,04/04/2024,03:00:00,Thursday,No,Highway,6,Yes,Rain,Mediun,30,Medium,Overspeeding,Major,2,1,No,Normal Day,0.25
1272,Hyderabad,Telangana,17.5646,78.213262,21/07/2023,00:00:00,Friday,No,Highway,2,No,Fog,Low,28,Low,Drunk Driving,Minor,4,1,No,Normal Day,0.45
1273,Chandigarh,Punjab,30.756854,76.813117,27/06/2024,11:00:00,Thursday,No,Rural,4,No,Rain,Mediun,17,Low,Drunk Driving,Minor,4,2,No,Normal Day,0.25
1274,Pune,Maharashtra,18.633013,73.719726,04/08/2023,18:00:00,Friday,No,Urban,3,Yes,Clear,High,30,Medium,Weather,Minor,1,0,Yes,Normal Day,0.25
1275,Bangalore,Karnataka,12.955431,77.591543,30/04/2022,16:00:00,Saturday,Yes,Highway,3,Yes,Clear,High,34,Low,Drunk Driving,Minor,4,1,No,Normal Day,0.10
1276,Chennai,Tamil Nadu,12.910297,80.204532,27/08/2023,06:00:00,Sunday,Yes,Rural,2,No,Fog,Low,28,Low,Distraction,Minor,2,2,No,Normal Day,0.45
1277,Chandigarh,Punjab,30.723756,76.885916,18/07/2024,06:00:00,Thursday,No,Urban,2,Yes,Rain,Low,26,Low,Weather,Minor,5,1,No,Normal Day,0.45
1278,Pune,Maharashtra,18.414891,73.740661,11/03/2025,09:00:00,Tuesday,No,Urban,6,Yes,Rain,Low,16,Medium,Overspeeding,Major,4,3,Yes,Normal Day,0.60
1279,Chandigarh,Punjab,30.793715,76.800278,08/09/2022,07:00:00,Thursday,No,Rural,6,No,Fog,Low,24,Medium,Poor Road,Minor,3,3,No,Normal Day,0.45
1280,Kolkata,West Bengal,22.551766,88.203644,22/09/2024,04:00:00,Sunday,Yes,Rural,5,No,Rain,Mediun,27,Medium,Drunk Driving,Minor,1,0,No,Normal Day,0.25
1281,Pune,Maharashtra,18.420291,73.986825,16/03/2023,10:00:00,Thursday,No,Rural,3,No,Fog,Low,40,High,Weather,Major,5,2,Yes,Normal Day,0.80
1282,Chandigarh,Punjab,30.672345,76.802474,13/01/2024,20:00:00,Saturday,Yes,Urban,2,No,Rain,Mediun,19,High,Distraction,Minor,2,1,No,Normal Day,0.45
1283,Hyderabad,Telangana,17.495218,78.31752,12/06/2022,00:00:00,Sunday,Yes,Urban,3,No,Fog,Low,28,Low,Drunk Driving,Minor,1,0,No,Normal Day,0.45
1284,Hyderabad,Telangana,17.519525,78.51201,02/08/2024,11:00:00,Friday,No,Urban,5,No,Rain,Low,19,Low,Overspeeding,Minor,4,2,No,Normal Day,0.45
1285,Chennai,Tamil Nadu,13.10602,80.241722,29/05/2024,18:00:00,Wednesday,No,Rural,4,Yes,Clear,High,25,High,Overspeeding,Major,5,1,Yes,Normal Day,0.45
1286,Pune,Maharashtra,18.55551,73.854809,13/09/2022,07:00:00,Tuesday,No,Urban,5,Yes,Rain,Mediun,24,Low,Poor Road,Major,2,0,No,Normal Day,0.25
1287,Chandigarh,Punjab,30.609978,76.722758,18/02/2022,22:00:00,Friday,No,Rural,3,Yes,Clear,High,33,Low,Distraction,Minor,3,3,No,Normal Day,0.10
1288,Chandigarh,Punjab,30.693623,76.724884,03/07/2023,06:00:00,Monday,No,Highway,4,No,Rain,Mediun,17,Medium,Drunk Driving,Minor,2,1,No,Normal Day,0.25
1289,Bangalore,Karnataka,12.83566,77.727016,10/02/2022,07:00:00,Thursday,No,Rural,1,No,Rain,Low,18,Medium,Overspeeding,Fatal,1,1,No,Normal Day,0.65
1290,Kolkata,West Bengal,22.639491,88.26389,01/03/2025,05:00:00,Saturday,Yes,Highway,3,No,Clear,High,24,Low,Drunk Driving,Minor,1,1,No,Normal Day,0.10
1291,Chandigarh,Punjab,30.621836,76.884947,21/11/2022,21:00:00,Monday,No,Highway,5,No,Fog,Low,21,Low,Weather,Major,3,0,No,Normal Day,0.45
1292,Chandigarh,Punjab,30.668798,76.817413,09/11/2022,02:00:00,Wednesday,No,Rural,3,No,Clear,High,28,Medium,Distraction,Major,5,5,No,Normal Day,0.10
1293,Hyderabad,Telangana,17.57512,78.581852,30/03/2024,00:00:00,Saturday,Yes,Highway,6,No,Fog,Low,25,Low,Distraction,Major,4,4,No,Normal Day,0.45
1294,Kolkata,West Bengal,22.615026,88.482765,02/02/2024,11:00:00,Friday,No,Urban,3,No,Clear,High,20,High,Weather,Major,2,0,No,Normal Day,0.30
1295,Mumbai,Maharashtra,19.151685,72.972408,31/05/2024,03:00:00,Friday,No,Rural,1,Yes,Rain,Mediun,39,Low,Distraction,Major,2,0,No,Normal Day,0.25
1296,Mumbai,Maharashtra,19.281578,72.889011,31/03/2024,20:00:00,Sunday,Yes,Urban,3,No,Rain,Mediun,23,Low,Overspeeding,Minor,1,1,No,Normal Day,0.25
1297,Hyderabad,Telangana,17.314317,78.587643,08/10/2024,01:00:00,Tuesday,No,Highway,6,Yes,Clear,High,25,Low,Weather,Major,2,2,No,Normal Day,0.10
1298,Kolkata,West Bengal,22.575439,88.458462,08/01/2025,04:00:00,Wednesday,No,Urban,6,No,Rain,Mediun,38,Low,Weather,Minor,1,1,No,Normal Day,0.25
1299,Kolkata,West Bengal,22.571917,88.442391,01/10/2022,17:00:00,Saturday,Yes,Rural,1,Yes,Fog,Low,19,High,Drunk Driving,Minor,3,2,Yes,Normal Day,0.80
1300,Kolkata,West Bengal,22.696294,88.394839,04/01/2025,16:00:00,Saturday,Yes,Highway,5,Yes,Fog,Low,34,Medium,Poor Road,Minor,1,0,No,Normal Day,0.45
1301,Kolkata,West Bengal,22.527289,88.379706,03/05/2023,01:00:00,Wednesday,No,Highway,5,No,Rain,Low,37,Low,Poor Road,Minor,1,1,No,Normal Day,0.45
1302,Hyderabad,Telangana,17.332434,78.262293,24/03/2024,11:00:00,Sunday,Yes,Rural,3,Yes,Rain,Low,16,High,Distraction,Minor,4,4,No,Normal Day,0.65
1303,Kolkata,West Bengal,22.627199,88.314359,26/04/2022,12:00:00,Tuesday,No,Urban,2,No,Rain,Low,39,High,Drunk Driving,Minor,1,0,No,Normal Day,0.65
1304,Pune,Maharashtra,18.64412,73.94216,24/11/2022,17:00:00,Thursday,No,Rural,4,No,Clear,High,18,High,Weather,Major,5,3,Yes,Normal Day,0.45
1305,Hyderabad,Telangana,17.588868,78.42171,27/06/2024,04:00:00,Thursday,No,Highway,6,Yes,Fog,Low,32,Low,Distraction,Major,2,0,No,Normal Day,0.45
1306,Delhi,Delhi,28.567372,76.870028,25/05/2022,05:00:00,Wednesday,No,Highway,3,No,Clear,High,21,High,Distraction,Minor,1,0,No,Normal Day,0.30
1307,Delhi,Delhi,28.770079,76.871974,04/11/2024,13:00:00,Monday,No,Highway,3,Yes,Fog,Low,19,Low,Poor Road,Minor,5,2,No,Normal Day,0.45
1308,Hyderabad,Telangana,17.291783,78.256868,11/03/2022,17:00:00,Friday,No,Highway,3,Yes,Fog,Low,37,Low,Weather,Minor,4,0,Yes,Normal Day,0.60
1309,Delhi,Delhi,28.701034,77.116833,18/05/2023,14:00:00,Thursday,No,Rural,1,No,Rain,Mediun,22,High,Overspeeding,Fatal,2,2,No,Normal Day,0.65
1310,Chandigarh,Punjab,30.708327,76.806646,10/12/2022,08:00:00,Saturday,Yes,Urban,5,Yes,Fog,Low,31,High,Overspeeding,Minor,4,2,Yes,Normal Day,0.80
1311,Mumbai,Maharashtra,19.172472,72.745094,08/04/2022,00:00:00,Friday,No,Rural,1,Yes,Rain,Low,21,High,Overspeeding,Major,4,4,No,Normal Day,0.65
1312,Delhi,Delhi,28.810905,77.070229,12/01/2023,07:00:00,Thursday,No,Urban,4,No,Fog,Low,18,Medium,Distraction,Major,4,4,No,Normal Day,0.45
1313,Delhi,Delhi,28.802605,76.989055,04/08/2023,21:00:00,Friday,No,Highway,1,No,Rain,Low,17,Medium,Poor Road,Fatal,3,3,No,Normal Day,0.65
1314,Kolkata,West Bengal,22.561671,88.470379,14/01/2022,05:00:00,Friday,No,Highway,6,Yes,Rain,Mediun,27,High,Overspeeding,Fatal,5,5,No,Normal Day,0.65
1315,Delhi,Delhi,28.788842,76.991676,13/04/2023,05:00:00,Thursday,No,Rural,5,Yes,Fog,Low,27,Medium,Poor Road,Minor,2,1,No,Normal Day,0.45
1316,Delhi,Delhi,28.508073,77.126151,10/05/2024,04:00:00,Friday,No,Highway,6,No,Rain,Mediun,31,Low,Drunk Driving,Minor,5,1,No,Normal Day,0.25
1317,Bangalore,Karnataka,13.089078,77.766357,06/04/2024,16:00:00,Saturday,Yes,Urban,3,No,Clear,High,16,Low,Overspeeding,Major,3,0,No,Normal Day,0.10
1318,Kolkata,West Bengal,22.522013,88.438556,27/03/2024,17:00:00,Wednesday,No,Highway,2,Yes,Fog,Low,20,High,Weather,Minor,4,1,Yes,Normal Day,0.80
1319,Kolkata,West Bengal,22.403109,88.246932,06/07/2024,17:00:00,Saturday,Yes,Urban,1,Yes,Rain,Mediun,25,Medium,Overspeeding,Major,5,3,Yes,Normal Day,0.40
1320,Hyderabad,Telangana,17.200849,78.27995,04/08/2024,00:00:00,Sunday,Yes,Rural,6,No,Rain,Low,20,Low,Distraction,Minor,2,2,No,Normal Day,0.45
1321,Bangalore,Karnataka,13.051916,77.518816,21/05/2022,11:00:00,Saturday,Yes,Highway,3,No,Rain,Low,24,High,Poor Road,Minor,1,1,No,Normal Day,0.65
1322,Chennai,Tamil Nadu,13.079539,80.290415,10/08/2024,12:00:00,Saturday,Yes,Highway,6,Yes,Clear,High,18,Low,Overspeeding,Major,2,0,No,Normal Day,0.10
1323,Chandigarh,Punjab,30.776363,76.78877,02/05/2022,21:00:00,Monday,No,Highway,3,No,Rain,Mediun,33,High,Weather,Minor,3,1,No,Normal Day,0.45
1324,Delhi,Delhi,28.607162,77.011404,28/04/2024,08:00:00,Sunday,Yes,Rural,4,Yes,Clear,High,30,High,Weather,Major,2,0,Yes,Normal Day,0.45
1325,Pune,Maharashtra,18.472697,73.949957,08/02/2025,10:00:00,Saturday,Yes,Rural,5,No,Rain,Mediun,25,Medium,Weather,Major,4,3,Yes,Normal Day,0.40
1326,Mumbai,Maharashtra,18.947908,72.903908,11/02/2024,04:00:00,Sunday,Yes,Highway,4,No,Rain,Mediun,29,Low,Distraction,Major,3,0,No,Normal Day,0.25
1327,Kolkata,West Bengal,22.458144,88.466891,25/10/2024,20:00:00,Friday,No,Rural,5,No,Clear,High,23,High,Drunk Driving,Minor,1,1,No,Normal Day,0.30
1328,Hyderabad,Telangana,17.367822,78.457928,24/01/2024,16:00:00,Wednesday,No,Rural,4,Yes,Fog,Low,36,Medium,Overspeeding,Minor,3,0,No,Normal Day,0.45
1329,Bangalore,Karnataka,12.880096,77.491795,15/05/2023,21:00:00,Monday,No,Rural,3,No,Rain,Mediun,34,Low,Poor Road,Major,4,4,No,Normal Day,0.25
1330,Kolkata,West Bengal,22.590413,88.380756,12/07/2022,08:00:00,Tuesday,No,Urban,6,No,Clear,High,18,High,Weather,Minor,1,0,Yes,Normal Day,0.45
1331,Pune,Maharashtra,18.667807,73.786501,21/06/2022,20:00:00,Tuesday,No,Urban,3,No,Fog,Low,34,Low,Overspeeding,Minor,2,1,No,Normal Day,0.45
1332,Kolkata,West Bengal,22.605232,88.412567,06/04/2025,17:00:00,Sunday,Yes,Urban,2,Yes,Clear,High,24,High,Poor Road,Minor,2,0,Yes,Normal Day,0.45
1333,Chennai,Tamil Nadu,12.990756,80.164036,14/01/2023,23:00:00,Saturday,Yes,Highway,2,No,Rain,Mediun,30,Low,Weather,Major,3,3,No,Normal Day,0.25
1334,Bangalore,Karnataka,13.156659,77.460686,31/05/2022,00:00:00,Tuesday,No,Rural,4,Yes,Fog,Low,32,Low,Weather,Major,1,0,No,Normal Day,0.45
1335,Hyderabad,Telangana,17.493142,78.343176,25/09/2023,03:00:00,Monday,No,Highway,6,Yes,Fog,Low,19,Low,Weather,Minor,4,3,No,Normal Day,0.45
1336,Kolkata,West Bengal,22.499013,88.449969,27/03/2025,10:00:00,Thursday,No,Rural,2,Yes,Fog,Low,15,High,Distraction,Minor,4,4,Yes,Normal Day,0.80
1337,Hyderabad,Telangana,17.295968,78.586785,26/02/2025,05:00:00,Wednesday,No,Highway,6,Yes,Fog,Low,39,Medium,Weather,Minor,2,2,No,Normal Day,0.45
1338,Bangalore,Karnataka,13.184077,77.742654,24/07/2022,22:00:00,Sunday,Yes,Urban,4,No,Fog,Low,26,High,Overspeeding,Minor,2,1,No,Normal Day,0.65
1339,Kolkata,West Bengal,22.421473,88.433073,21/02/2025,15:00:00,Friday,No,Rural,4,No,Fog,Low,33,High,Weather,Major,2,2,No,Normal Day,0.65
1340,Chandigarh,Punjab,30.631842,76.885681,06/11/2022,08:00:00,Sunday,Yes,Rural,2,No,Clear,High,33,High,Distraction,Major,2,2,Yes,Normal Day,0.45
1341,Kolkata,West Bengal,22.433359,88.267122,09/04/2023,04:00:00,Sunday,Yes,Highway,1,No,Fog,Low,33,Medium,Overspeeding,Minor,4,0,No,Normal Day,0.45
